Node_ID,Users,Traffic_Load_Mbps,CQI,SNR_dB,Latency_Req_ms,Available_Channels,Power_mW,Edge_CPU%,Action_Channel,Action_Power,Action_Routing,Offloading,Throughput_Mbps,Latency_ms,Energy_mJ,Reward_Score
788,10,61.08,3,19.57,30,9,216,97,Ch3,243,Path_D,0,9.61,48.24,231.4,-0.089
789,6,53.29,2,25.31,10,3,238,63,Ch9,176,Path_C,0,16.31,47.37,226.41,0.065
790,17,33.27,4,13.17,20,9,284,52,Ch6,124,Path_D,0,3.66,46.79,254.82,-0.223
791,47,58.68,8,12.64,20,5,156,52,Ch1,111,Path_B,1,6.7,45.27,150.69,-0.113
792,47,70.44,12,15.07,50,9,240,63,Ch3,271,Path_D,0,7.22,47.4,231.91,-0.139
793,15,87.97,1,21.81,50,6,273,39,Ch4,273,Path_B,0,8.78,52.52,248.64,-0.134
794,27,65.45,1,22.05,10,9,67,55,Ch9,81,Path_A,1,4.25,50.69,78.17,-0.168
795,20,77.31,12,12.88,5,7,194,26,Ch6,235,Path_C,1,10.5,31.93,158.2,0.031
796,35,20.21,14,8.33,30,7,275,51,Ch4,227,Path_A,0,7.36,39.63,235.01,-0.101
797,15,48.85,5,20.81,5,8,216,86,Ch1,215,Path_A,0,9.31,46.64,222.41,-0.086
798,20,5.89,11,8.21,10,7,120,58,Ch8,232,Path_C,0,8.49,39.09,124.76,-0.035
799,12,28.43,5,19.46,10,9,155,43,Ch2,77,Path_C,0,10.52,48.12,146.42,-0.04
800,8,74.01,11,22.34,5,9,103,89,Ch8,123,Path_C,1,22.07,33.21,117.95,0.297
801,44,99.22,12,22.52,30,6,294,73,Ch6,263,Path_B,1,9.73,37.78,267.93,-0.051
802,8,14.42,1,23.84,5,7,276,57,Ch8,296,Path_A,1,11.33,46.39,247.82,-0.048
803,29,43.14,6,26.82,50,2,143,93,Ch6,130,Path_B,0,12.91,48.53,161.94,0.006
804,7,81.01,1,17.5,20,9,125,99,Ch5,71,Path_C,0,6.01,50.23,147.51,-0.15
805,36,24.38,5,23.26,50,1,84,94,Ch5,220,Path_B,1,9.8,48.76,109.01,-0.046
806,7,57.73,9,20.48,20,1,60,51,Ch10,260,Path_C,0,15.24,38.28,69.58,0.138
807,31,74.64,12,9.67,10,3,110,64,Ch10,258,Path_D,1,3.25,36.65,126.04,-0.141
808,33,63.52,14,5.64,30,6,93,80,Ch8,265,Path_C,1,8.74,34.91,115.62,-0.007
809,36,22.86,5,12.11,5,5,170,89,Ch7,213,Path_A,1,1.0,48.74,183.56,-0.267
810,23,38.76,6,16.08,30,2,117,72,Ch8,145,Path_A,1,6.14,41.93,125.11,-0.101
811,25,79.46,8,20.43,5,9,74,70,Ch8,171,Path_A,1,12.99,39.56,79.43,0.078
812,9,57.65,11,26.25,50,4,225,95,Ch7,297,Path_B,1,19.43,29.04,224.88,0.221
813,22,5.5,1,9.91,50,4,209,75,Ch2,299,Path_A,1,3.19,48.82,200.37,-0.225
814,32,77.29,14,8.14,5,5,133,46,Ch9,287,Path_C,0,11.29,41.54,131.15,0.013
815,46,8.35,2,29.09,30,8,163,57,Ch7,172,Path_D,1,5.66,54.61,175.33,-0.188
816,26,75.84,9,7.7,5,4,272,81,Ch6,101,Path_A,1,7.44,37.51,261.58,-0.098
817,25,24.24,3,16.96,10,5,181,37,Ch9,213,Path_B,0,4.37,53.48,176.98,-0.212
818,10,96.02,6,19.64,50,4,295,83,Ch1,205,Path_D,1,17.09,38.83,280.34,0.104
819,5,39.95,5,18.53,10,6,215,96,Ch2,127,Path_A,0,10.88,43.71,216.85,-0.035
820,9,36.06,11,7.15,50,3,294,49,Ch1,235,Path_A,1,12.63,33.31,261.44,0.037
821,45,19.14,2,6.43,50,8,240,68,Ch10,213,Path_D,0,1.0,61.32,234.9,-0.343
822,16,34.03,14,7.64,20,6,224,60,Ch3,119,Path_A,0,12.45,33.01,218.35,0.049
823,30,88.28,15,19.64,10,5,50,32,Ch5,186,Path_B,0,14.48,35.86,53.12,0.138
824,38,99.65,7,18.61,10,2,180,53,Ch1,70,Path_C,1,7.0,45.15,171.77,-0.113
825,18,39.99,4,10.84,20,7,278,44,Ch4,113,Path_C,0,1.0,50.71,237.25,-0.295
826,30,47.62,1,20.94,30,2,135,85,Ch8,125,Path_D,1,5.72,52.04,154.62,-0.168
827,49,73.6,13,25.5,10,1,111,37,Ch6,110,Path_C,1,14.05,37.51,115.07,0.099
828,31,89.19,4,6.04,5,7,113,24,Ch1,299,Path_A,1,1.0,48.23,102.6,-0.237
829,13,61.34,6,17.45,20,5,194,38,Ch1,271,Path_A,1,4.98,37.59,170.86,-0.122
830,30,42.19,7,22.23,10,1,175,61,Ch3,144,Path_B,1,8.18,46.78,172.3,-0.094
831,26,44.2,15,11.31,30,4,255,37,Ch10,89,Path_C,1,10.96,28.85,224.59,0.033
832,34,71.08,7,12.69,10,4,154,51,Ch8,233,Path_D,1,5.73,44.46,149.11,-0.13
833,47,5.31,14,20.34,50,7,111,40,Ch8,53,Path_A,0,12.55,43.49,109.69,0.04
834,21,63.86,7,27.45,5,9,84,29,Ch3,80,Path_D,1,14.78,40.37,80.83,0.114
835,30,38.77,3,25.25,20,2,299,56,Ch7,204,Path_A,1,10.3,49.06,272.18,-0.092
836,40,80.45,6,19.58,50,1,62,68,Ch3,235,Path_A,0,4.54,53.63,87.28,-0.178
837,5,13.83,13,23.26,30,2,212,32,Ch4,298,Path_B,1,22.25,29.29,180.68,0.298
838,12,60.88,8,14.12,50,7,92,74,Ch9,202,Path_C,0,12.01,42.75,105.55,0.033
839,39,50.69,4,21.02,50,6,179,36,Ch4,118,Path_B,0,6.67,57.92,159.93,-0.176
840,19,66.02,13,16.65,30,4,233,28,Ch3,119,Path_C,1,14.56,29.63,204.08,0.117
841,26,11.16,8,9.75,50,1,160,63,Ch5,54,Path_D,1,9.74,41.28,160.24,-0.03
842,18,60.1,2,22.54,20,1,254,97,Ch7,164,Path_C,0,10.26,52.63,248.48,-0.101
843,30,58.34,15,18.91,10,5,177,65,Ch5,140,Path_D,1,13.52,32.03,175.41,0.092
844,32,58.26,10,13.97,50,1,100,27,Ch4,57,Path_A,0,9.08,46.66,91.85,-0.046
845,27,62.33,9,27.78,20,7,231,56,Ch8,58,Path_D,0,17.19,44.27,217.2,0.103
846,18,69.26,9,5.52,10,1,193,38,Ch4,64,Path_D,1,5.18,36.29,175.07,-0.113
847,28,81.47,8,12.89,10,1,195,82,Ch2,277,Path_A,0,9.42,47.2,195.42,-0.076
848,6,30.63,10,6.42,50,2,184,65,Ch10,298,Path_D,1,10.77,29.13,180.86,0.043
849,49,83.38,14,24.16,20,3,94,90,Ch6,154,Path_D,1,8.8,38.34,126.78,-0.026
850,30,52.33,13,22.55,50,1,213,45,Ch2,56,Path_A,0,16.27,39.3,190.05,0.115
851,18,12.32,10,13.28,30,9,218,65,Ch3,273,Path_A,0,10.23,39.02,208.91,-0.025
852,11,10.56,1,21.89,10,8,271,65,Ch1,121,Path_A,1,10.62,48.39,248.95,-0.074
853,7,36.75,2,14.9,50,5,91,94,Ch5,288,Path_C,1,9.54,42.51,121.93,-0.027
854,27,79.57,6,23.91,10,2,282,33,Ch9,164,Path_A,1,11.75,43.9,238.83,-0.024
855,47,72.23,10,16.35,20,5,184,82,Ch2,64,Path_A,0,10.11,49.54,188.75,-0.07
856,49,79.92,5,15.31,5,6,64,91,Ch7,214,Path_D,1,1.5,54.23,102.24,-0.254
857,22,54.14,12,28.37,50,1,109,22,Ch5,132,Path_B,0,20.63,38.58,93.51,0.248
858,42,46.82,14,11.27,50,4,89,47,Ch2,88,Path_B,0,10.04,43.0,88.05,-0.006
859,39,19.01,9,8.01,10,9,260,48,Ch8,183,Path_C,0,3.21,49.25,225.54,-0.235
860,19,36.18,5,19.61,20,2,284,37,Ch6,260,Path_C,1,11.56,43.39,239.85,-0.026
861,29,46.23,2,29.23,30,5,214,54,Ch4,106,Path_B,0,9.23,54.07,201.18,-0.115
862,41,13.42,10,14.45,20,1,243,96,Ch4,141,Path_B,1,6.18,40.15,235.37,-0.13
863,32,25.96,4,6.55,50,4,283,95,Ch2,130,Path_A,0,1.0,53.76,272.41,-0.321
864,14,61.83,9,13.48,30,4,161,66,Ch3,283,Path_D,1,11.62,34.89,164.89,0.04
865,43,74.89,1,17.65,20,6,232,24,Ch7,196,Path_A,1,1.68,57.78,199.68,-0.3
866,21,99.84,11,9.05,5,9,126,94,Ch3,176,Path_C,0,11.48,40.92,145.87,0.016
867,43,93.65,1,21.45,10,3,281,78,Ch5,240,Path_B,1,4.51,56.12,264.75,-0.251
868,26,66.04,12,29.94,20,9,154,94,Ch10,208,Path_C,0,18.8,38.06,170.74,0.183
869,30,45.02,7,16.29,20,6,284,78,Ch6,124,Path_A,0,5.39,49.27,265.08,-0.2
870,48,65.44,11,13.87,5,7,156,66,Ch6,128,Path_C,0,7.0,46.37,156.75,-0.113
871,29,79.64,3,15.02,50,2,296,32,Ch4,59,Path_C,0,6.33,53.06,263.98,-0.196
872,21,16.24,10,7.88,10,6,171,97,Ch6,156,Path_D,0,9.25,39.83,189.35,-0.044
873,17,43.94,2,27.08,20,6,272,52,Ch3,136,Path_C,0,13.91,51.89,256.0,-0.019
874,24,84.78,9,15.37,30,2,129,81,Ch7,116,Path_A,0,9.66,45.46,141.22,-0.045
875,29,41.46,3,14.68,20,2,283,98,Ch7,111,Path_D,1,3.01,49.19,274.98,-0.256
876,8,59.33,2,21.49,10,2,174,35,Ch4,180,Path_C,0,9.27,48.74,150.04,-0.071
877,14,60.84,12,16.05,20,1,233,63,Ch2,195,Path_A,0,14.71,33.91,213.85,0.097
878,7,22.53,8,21.21,5,5,221,77,Ch7,202,Path_B,1,15.45,35.93,224.81,0.1
879,45,39.41,10,6.54,20,8,234,25,Ch3,156,Path_D,1,2.68,42.33,197.09,-0.205
880,49,36.78,6,25.34,20,2,183,34,Ch1,197,Path_C,0,7.41,55.88,173.0,-0.154
881,22,7.49,6,28.51,30,5,269,23,Ch2,235,Path_C,0,14.39,47.07,220.48,0.026
882,40,7.3,10,21.22,5,8,81,75,Ch10,142,Path_D,0,9.06,48.26,97.03,-0.056
883,26,84.01,11,28.86,5,5,157,83,Ch9,135,Path_A,1,19.91,36.06,165.39,0.219
884,38,30.94,7,8.79,20,2,251,87,Ch8,227,Path_C,0,2.55,50.81,243.98,-0.263
885,12,54.22,7,16.94,30,3,163,53,Ch6,170,Path_A,1,11.32,38.83,161.52,0.016
886,44,33.38,11,20.05,20,6,195,75,Ch6,128,Path_D,0,8.53,49.86,195.75,-0.109
887,48,94.36,13,19.54,20,5,117,51,Ch1,280,Path_C,0,7.91,46.23,117.02,-0.079
888,23,29.63,15,15.04,10,4,176,28,Ch2,59,Path_B,1,17.54,29.27,154.13,0.202
889,46,45.82,6,13.45,10,4,250,82,Ch4,198,Path_B,0,3.43,54.8,239.4,-0.26
890,45,87.91,4,8.17,30,5,184,91,Ch3,296,Path_B,0,1.0,56.71,188.13,-0.306
891,41,84.98,11,14.79,50,2,163,97,Ch1,293,Path_D,0,9.52,44.38,174.46,-0.054
892,10,22.68,9,9.07,10,9,57,52,Ch8,78,Path_C,1,11.58,33.67,76.74,0.075
893,30,81.25,6,23.36,50,2,113,40,Ch7,145,Path_D,0,10.73,48.84,101.26,-0.023
894,38,48.53,4,10.22,5,2,284,74,Ch4,59,Path_C,0,3.91,56.38,272.29,-0.268
895,49,50.88,12,6.46,10,9,184,95,Ch9,62,Path_B,1,3.46,40.09,192.99,-0.175
896,10,17.68,3,18.81,10,3,90,76,Ch4,96,Path_B,1,6.97,45.5,106.14,-0.093
897,41,12.66,4,19.88,30,7,89,21,Ch1,200,Path_A,0,5.67,57.43,85.4,-0.17
898,37,74.15,3,26.8,50,4,52,32,Ch10,99,Path_D,0,8.89,56.63,65.03,-0.088
899,26,52.16,15,19.42,10,6,194,23,Ch1,264,Path_D,1,15.3,30.3,172.29,0.141
900,25,46.5,2,13.64,10,4,243,69,Ch1,272,Path_A,0,4.57,53.66,231.41,-0.227
901,10,74.3,14,25.08,30,7,256,67,Ch1,181,Path_B,0,18.4,32.41,243.73,0.176
902,10,77.72,5,18.51,30,1,159,97,Ch4,165,Path_B,1,13.24,42.13,167.12,0.042
903,8,20.1,2,6.98,50,3,270,49,Ch1,162,Path_D,0,1.73,48.35,237.89,-0.268
904,34,62.97,6,19.15,5,3,163,48,Ch2,244,Path_C,0,5.61,48.9,149.84,-0.154
905,15,17.86,3,27.7,5,1,161,27,Ch4,134,Path_B,1,13.02,46.05,148.42,0.025
906,34,76.38,6,14.91,20,6,229,31,Ch7,102,Path_A,0,6.32,51.69,196.78,-0.167
907,35,67.41,15,12.41,10,9,199,60,Ch2,179,Path_A,0,11.53,36.32,193.43,0.022
908,28,95.88,11,8.59,50,8,53,45,Ch8,117,Path_A,0,6.01,40.8,67.58,-0.079
909,13,11.55,10,8.79,10,7,298,69,Ch7,242,Path_D,1,8.78,32.61,268.59,-0.048
910,7,10.42,9,15.82,50,8,293,21,Ch9,128,Path_D,0,11.44,37.51,241.97,-0.002
911,35,31.81,1,19.89,50,6,183,74,Ch6,106,Path_D,1,3.3,53.51,189.87,-0.24
912,44,29.86,6,7.02,50,9,215,75,Ch4,146,Path_D,1,1.66,48.8,205.62,-0.26
913,41,28.46,9,28.49,10,3,75,33,Ch6,247,Path_A,0,13.24,47.82,77.12,0.046
914,40,91.09,11,23.88,30,9,188,25,Ch4,184,Path_A,1,14.46,39.36,158.99,0.085
915,28,28.71,4,19.67,10,4,267,80,Ch7,196,Path_D,0,10.35,52.06,252.03,-0.098
916,35,30.84,11,25.71,50,7,66,31,Ch9,221,Path_D,0,13.48,44.25,68.07,0.071
917,10,77.14,12,7.0,20,9,265,32,Ch3,112,Path_A,0,10.73,34.53,224.09,0.002
918,6,47.73,2,16.92,5,2,141,38,Ch3,114,Path_D,1,13.2,45.54,127.0,0.039
919,24,78.79,13,20.75,50,2,276,63,Ch2,88,Path_D,0,18.86,38.46,253.73,0.155
920,32,11.21,4,25.72,20,9,80,78,Ch1,260,Path_D,0,6.32,51.21,98.78,-0.131
921,15,51.32,1,24.59,30,3,254,56,Ch1,158,Path_D,0,10.87,53.79,227.15,-0.086
922,8,8.19,3,11.93,50,9,295,44,Ch3,75,Path_B,1,6.77,43.81,253.3,-0.14
923,19,10.95,10,28.52,20,5,212,35,Ch7,221,Path_D,1,20.11,35.05,186.71,0.221
924,10,91.11,9,8.11,50,6,193,57,Ch9,61,Path_A,0,7.77,37.26,187.62,-0.065
925,34,18.23,10,26.88,10,2,256,62,Ch2,199,Path_A,0,12.96,45.21,243.33,-0.005
926,42,55.58,5,29.27,20,8,156,33,Ch7,126,Path_A,0,8.88,55.09,137.67,-0.105
927,6,44.05,15,9.43,10,9,195,25,Ch1,269,Path_A,0,14.37,27.62,179.25,0.13
928,19,38.0,11,23.05,10,2,160,42,Ch2,191,Path_D,1,18.16,32.02,143.98,0.206
929,15,90.48,6,6.01,20,6,150,79,Ch6,135,Path_B,1,2.44,40.37,164.92,-0.19
930,12,7.07,3,15.14,5,6,161,31,Ch5,79,Path_C,1,6.32,43.75,140.69,-0.111
931,30,68.06,5,17.91,20,8,111,32,Ch8,221,Path_C,1,3.38,45.87,100.45,-0.173
932,49,96.52,11,19.52,5,5,161,25,Ch2,261,Path_C,1,10.77,43.07,137.58,-0.007
933,48,58.22,8,28.4,50,9,290,82,Ch1,285,Path_C,1,13.54,45.75,272.74,-0.004
934,9,94.0,6,21.81,50,1,282,57,Ch7,268,Path_A,1,13.25,38.05,257.0,0.03
935,10,9.96,4,17.03,20,9,204,69,Ch6,215,Path_D,0,9.12,47.8,201.05,-0.088
936,30,44.79,2,25.24,50,7,296,71,Ch8,236,Path_D,0,9.13,55.48,267.58,-0.146
937,8,29.71,14,28.76,30,4,212,59,Ch8,219,Path_C,0,26.93,28.89,194.15,0.399
938,23,74.43,9,5.55,10,3,165,27,Ch2,101,Path_C,0,6.19,42.69,140.92,-0.109
939,24,98.22,13,29.56,10,6,222,80,Ch8,112,Path_B,0,18.98,36.09,217.04,0.181
940,37,29.37,12,7.15,5,1,295,27,Ch6,238,Path_B,0,2.54,43.5,248.45,-0.231
941,24,67.15,1,25.36,50,3,84,53,Ch9,169,Path_B,1,6.45,51.18,88.95,-0.125
942,16,23.82,1,12.01,5,2,77,98,Ch7,154,Path_A,0,3.75,50.81,111.95,-0.191
943,5,58.71,13,8.3,10,9,152,79,Ch2,211,Path_D,1,12.24,28.14,172.41,0.083
944,30,49.07,4,16.0,10,3,174,76,Ch8,88,Path_A,0,5.59,51.33,174.68,-0.174
945,18,97.34,7,21.1,50,2,151,65,Ch9,90,Path_A,1,11.44,42.24,151.13,0.007
946,42,62.81,1,14.52,30,4,186,41,Ch7,170,Path_D,1,1.0,56.03,172.1,-0.297
947,41,38.2,9,6.36,30,2,253,59,Ch4,157,Path_B,0,1.0,46.93,229.11,-0.274
948,15,15.84,4,19.99,50,1,192,64,Ch9,214,Path_D,0,13.32,46.79,188.94,0.014
949,40,19.37,3,27.56,50,6,70,74,Ch4,114,Path_C,0,9.96,58.02,89.41,-0.079
950,17,26.41,1,14.58,5,8,101,70,Ch4,167,Path_B,0,8.15,53.01,124.96,-0.108
951,47,28.84,10,10.41,50,2,212,24,Ch9,128,Path_D,0,4.88,48.96,183.32,-0.182
952,7,85.81,4,16.06,30,9,283,32,Ch8,209,Path_A,1,8.97,43.52,239.3,-0.084
953,37,58.32,9,6.21,50,3,146,47,Ch4,57,Path_D,0,5.55,46.55,137.36,-0.14
954,10,54.72,13,25.51,5,8,100,99,Ch8,146,Path_B,1,21.09,28.59,126.93,0.293
955,14,15.9,14,25.66,5,8,132,81,Ch8,67,Path_C,1,21.67,30.33,152.96,0.289
956,9,86.71,10,19.7,5,3,104,43,Ch7,222,Path_A,1,15.96,33.11,98.36,0.168
957,27,73.67,6,13.83,5,3,264,26,Ch10,270,Path_C,0,1.0,46.69,220.86,-0.27
958,14,11.43,6,24.99,20,6,126,57,Ch6,145,Path_C,0,17.7,45.96,126.49,0.137
959,48,72.24,1,18.87,50,1,176,56,Ch8,82,Path_A,0,1.62,61.16,168.72,-0.306
960,6,56.64,10,25.65,10,4,221,87,Ch7,54,Path_D,0,20.28,38.91,218.94,0.196
961,17,12.76,2,20.79,50,1,242,61,Ch5,259,Path_D,0,8.47,50.87,216.64,-0.122
962,44,48.54,11,24.61,20,3,292,24,Ch4,289,Path_C,0,12.63,51.15,243.6,-0.04
963,6,51.05,6,19.96,5,9,142,83,Ch2,176,Path_D,1,12.39,40.0,154.6,0.037
964,24,20.75,2,15.35,20,5,137,69,Ch8,299,Path_B,0,5.71,53.01,140.96,-0.168
965,5,94.84,3,28.95,30,5,129,34,Ch9,123,Path_C,1,13.26,42.03,123.63,0.058
966,41,85.75,4,18.53,30,4,202,92,Ch4,175,Path_C,1,4.64,52.43,212.2,-0.213
967,13,68.56,11,20.13,50,3,296,72,Ch4,213,Path_C,0,17.39,38.58,272.41,0.115
968,21,48.92,5,10.51,50,5,264,44,Ch5,274,Path_B,0,4.66,49.46,234.35,-0.207
969,13,44.12,15,20.64,10,4,141,28,Ch2,200,Path_C,0,20.46,33.28,115.99,0.261
970,15,66.84,9,19.29,10,8,96,57,Ch7,217,Path_D,0,11.86,40.82,103.19,0.039
971,19,56.82,12,9.62,30,4,257,41,Ch5,54,Path_D,0,8.68,37.15,231.12,-0.059
972,28,10.92,15,6.49,5,8,284,68,Ch6,83,Path_D,0,10.12,35.38,259.08,-0.028
973,42,53.69,15,20.11,20,6,233,87,Ch4,73,Path_D,1,15.01,36.39,226.21,0.088
974,39,81.61,4,24.09,10,5,87,34,Ch8,194,Path_C,1,3.7,51.25,97.99,-0.19
975,34,48.63,13,18.09,10,4,188,84,Ch8,144,Path_B,1,13.69,36.14,201.5,0.068
976,35,9.94,11,10.67,5,4,244,73,Ch5,120,Path_A,1,6.05,40.19,234.04,-0.132
977,9,79.7,9,21.66,5,4,64,49,Ch6,258,Path_D,1,15.84,31.12,81.39,0.18
978,48,24.13,11,7.0,50,9,50,39,Ch3,141,Path_A,1,1.0,43.37,48.37,-0.196
979,18,29.57,10,16.05,20,4,184,52,Ch1,279,Path_A,0,10.72,40.73,169.26,-0.008
980,15,20.65,3,9.08,5,9,50,96,Ch9,174,Path_C,0,5.87,52.5,85.65,-0.143
981,13,36.37,8,9.61,10,6,98,26,Ch9,71,Path_D,0,8.67,39.61,90.22,-0.022
982,38,76.89,12,10.06,10,7,145,27,Ch3,64,Path_D,1,6.26,40.74,127.05,-0.093
983,16,54.34,1,14.67,30,3,250,47,Ch4,150,Path_D,1,4.7,48.41,210.75,-0.193
984,39,24.46,11,6.28,5,8,206,64,Ch7,64,Path_A,1,5.12,40.93,198.73,-0.144
985,39,88.39,9,14.94,50,3,75,92,Ch2,291,Path_D,0,7.75,50.71,108.72,-0.1
986,5,88.56,9,17.79,20,1,136,99,Ch3,291,Path_D,0,14.94,38.84,166.31,0.095
987,44,87.7,10,17.08,50,5,222,93,Ch6,202,Path_B,0,9.93,48.8,220.16,-0.081
988,26,27.69,2,14.57,10,2,284,30,Ch8,102,Path_C,1,5.63,50.16,237.85,-0.189
989,33,47.87,4,25.98,50,6,142,50,Ch1,198,Path_D,1,10.42,48.17,125.2,-0.035
990,12,98.57,13,8.63,10,9,293,31,Ch4,296,Path_D,1,12.42,29.06,248.43,0.057
991,15,78.34,8,17.64,10,1,151,97,Ch1,151,Path_C,0,13.53,41.43,173.81,0.049
992,45,7.58,7,6.55,10,4,274,70,Ch2,243,Path_C,1,1.0,47.93,251.14,-0.287
993,41,11.19,1,6.78,10,1,120,63,Ch8,268,Path_A,0,1.0,57.3,138.22,-0.292
994,18,49.07,5,19.35,10,1,189,69,Ch6,162,Path_A,0,11.87,48.54,184.42,-0.024
995,34,91.38,7,19.15,30,8,144,36,Ch9,81,Path_A,0,6.34,49.52,133.93,-0.135
996,39,56.18,15,26.95,50,2,209,54,Ch2,70,Path_C,0,15.5,38.7,187.38,0.101
997,25,52.29,4,18.95,30,1,167,20,Ch3,245,Path_B,0,6.27,51.83,145.04,-0.151
998,41,15.02,15,28.99,30,8,197,48,Ch9,221,Path_D,0,20.25,37.65,171.7,0.217
999,9,67.39,15,6.22,5,4,168,70,Ch9,132,Path_C,0,10.16,33.09,172.87,0.013
1000,23,83.1,1,7.45,5,3,100,83,Ch6,243,Path_B,1,1.0,50.25,125.12,-0.254
1001,18,41.14,9,6.1,5,4,130,23,Ch3,267,Path_C,0,7.38,41.68,122.3,-0.071
1002,30,78.68,14,9.63,20,5,85,47,Ch5,275,Path_B,1,12.34,31.55,86.4,0.099
1003,8,96.63,5,18.53,5,1,116,35,Ch2,63,Path_C,0,12.03,44.94,111.1,0.021
1004,29,24.36,11,21.14,50,1,178,82,Ch7,64,Path_C,0,10.88,44.28,186.22,-0.027
1005,49,54.72,2,6.14,30,3,163,95,Ch10,197,Path_B,0,1.0,63.25,180.11,-0.334
1006,46,32.28,8,28.65,50,6,204,72,Ch8,83,Path_B,1,9.16,48.08,194.87,-0.086
1007,29,80.32,11,26.05,5,1,294,36,Ch6,213,Path_B,0,14.95,43.02,241.24,0.05
1008,22,59.87,13,12.42,20,2,160,59,Ch8,132,Path_B,0,11.84,36.56,159.23,0.039
1009,44,65.29,2,6.93,20,7,217,32,Ch2,58,Path_B,1,1.0,53.02,188.84,-0.289
1010,12,80.8,3,9.25,30,1,274,71,Ch3,248,Path_B,1,7.57,43.8,251.87,-0.121
1011,43,42.62,14,8.17,50,7,261,77,Ch7,207,Path_B,1,4.03,36.55,251.12,-0.166
1012,44,91.93,10,8.08,10,4,191,56,Ch10,126,Path_B,1,5.93,44.77,180.58,-0.138
1013,18,55.64,1,17.96,50,6,149,98,Ch1,268,Path_C,0,8.55,54.36,161.6,-0.118
1014,36,20.01,11,11.15,5,8,246,95,Ch7,240,Path_B,0,8.97,46.72,234.64,-0.098
1015,42,71.11,2,13.95,10,9,264,80,Ch6,285,Path_B,1,1.0,56.4,245.56,-0.324
1016,37,80.36,14,29.74,20,6,158,98,Ch8,212,Path_C,0,19.35,39.42,187.37,0.184
1017,27,35.09,7,22.11,30,9,169,53,Ch7,190,Path_C,1,8.7,39.91,165.31,-0.048
1018,19,86.43,10,28.72,30,4,128,89,Ch4,256,Path_A,1,20.38,37.78,147.84,0.228
1019,37,91.08,2,8.56,20,6,183,36,Ch3,223,Path_A,1,1.0,55.14,163.49,-0.29
1020,29,31.31,6,14.55,5,8,210,39,Ch3,233,Path_B,0,5.46,47.65,186.26,-0.164
1021,21,98.43,15,18.87,20,9,232,92,Ch4,58,Path_B,1,14.79,31.06,237.44,0.104
1022,37,18.37,3,6.92,5,3,68,78,Ch9,286,Path_A,0,1.0,57.17,90.95,-0.275
1023,6,24.19,4,5.1,10,2,176,88,Ch9,264,Path_A,0,2.47,46.04,187.68,-0.223
1024,18,22.5,11,21.76,20,6,254,52,Ch2,295,Path_D,0,18.31,41.32,227.46,0.138
1025,44,89.93,15,21.05,5,4,78,97,Ch5,85,Path_D,1,12.92,37.72,120.6,0.071
1026,44,67.16,13,15.27,10,1,238,36,Ch1,166,Path_B,0,8.9,44.68,212.11,-0.082
1027,43,19.45,8,17.24,20,8,247,76,Ch4,281,Path_D,1,7.73,46.61,241.83,-0.127
1028,10,46.83,14,15.39,30,9,256,20,Ch2,52,Path_A,0,20.51,32.92,211.88,0.231
1029,10,63.45,3,5.6,20,9,257,32,Ch8,275,Path_B,0,5.85,47.9,226.89,-0.17
1030,7,12.93,10,13.38,50,2,73,46,Ch4,68,Path_C,0,11.35,37.02,79.84,0.053
1031,11,88.83,6,9.43,20,9,200,89,Ch5,205,Path_C,1,3.43,37.95,205.05,-0.17
1032,12,81.34,1,7.46,50,7,289,78,Ch4,72,Path_A,1,6.85,46.6,278.38,-0.159
1033,46,52.99,7,28.92,10,5,59,25,Ch5,153,Path_D,1,15.4,47.75,54.49,0.102
1034,19,96.88,8,19.98,20,7,231,42,Ch5,290,Path_C,1,12.97,37.75,206.82,0.043
1035,33,44.69,11,23.22,10,9,154,29,Ch5,286,Path_D,0,11.27,43.61,139.89,0.0
1036,37,98.49,14,12.88,10,8,218,70,Ch3,184,Path_C,0,12.17,39.61,212.0,0.014
1037,34,68.45,8,14.83,5,6,226,38,Ch7,154,Path_D,1,6.8,43.95,197.55,-0.121
1038,43,65.29,3,10.92,10,4,194,70,Ch3,253,Path_C,1,1.0,50.97,200.63,-0.283
1039,31,20.77,14,7.42,10,1,290,87,Ch2,191,Path_C,1,10.5,33.13,269.03,-0.012
1040,40,88.78,10,9.48,20,6,233,61,Ch3,95,Path_B,1,5.41,42.2,224.19,-0.152
1041,33,45.61,1,24.94,20,3,285,76,Ch3,192,Path_B,0,4.3,57.93,272.08,-0.267
1042,42,20.41,9,21.94,30,6,222,87,Ch8,244,Path_A,1,9.12,43.84,230.6,-0.08
1043,37,6.2,13,18.67,5,6,207,57,Ch4,64,Path_C,1,13.66,34.22,186.16,0.081
1044,41,58.18,6,16.88,10,4,221,81,Ch3,100,Path_D,0,6.06,53.83,212.96,-0.188
1045,31,55.1,11,28.06,5,2,287,26,Ch10,265,Path_C,1,17.15,38.77,250.06,0.116
1046,37,73.34,9,6.82,50,9,251,90,Ch5,293,Path_D,0,5.08,48.34,236.41,-0.193
1047,8,89.57,7,12.02,10,2,104,69,Ch4,159,Path_D,1,9.29,38.46,109.67,-0.01
1048,26,12.54,1,13.75,5,3,196,71,Ch9,57,Path_C,0,2.83,56.6,189.86,-0.265
1049,6,74.49,12,24.56,30,1,206,45,Ch8,118,Path_D,1,13.93,29.52,188.26,0.109
